TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:40:25,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.83055,,
MAXY,4.32487,,
MINY,-1.8525,,
XYDATA,,,
218.4,2.56747,268.37,0.920689
218.3,1.92468,268.689,0.924384
218.2,0.748118,269.05,0.928574
218.1,1.10462,268.983,0.927791
218,1.11347,268.997,0.927952
217.9,0.921817,268.805,0.925726
217.8,2.34343,268.933,0.927214
217.7,0.468832,269.01,0.92811
217.6,1.96283,269.526,0.934079
217.5,1.54014,269.435,0.933028
217.4,1.31554,269.008,0.928085
217.3,2.45882,269.558,0.934451
217.2,-0.00812428,269.418,0.932823
217.1,1.17097,269.385,0.932451
217,1.4974,269.293,0.931379
216.9,1.41956,269.595,0.934872
216.8,1.42747,269.676,0.935812
216.7,3.01452,269.786,0.937084
216.6,0.943696,269.886,0.938235
216.5,1.52529,269.657,0.935592
216.4,2.20139,269.892,0.938309
216.3,1.11327,269.916,0.938584
216.2,2.31524,269.934,0.938795
216.1,0.80473,269.931,0.938761
216,1.97796,270.117,0.940901
215.9,1.77602,270.271,0.942679
215.8,2.96322,269.975,0.939269
215.7,2.44591,270.253,0.942478
215.6,1.20883,270.082,0.940507
215.5,2.56228,269.988,0.939413
215.4,-0.0498833,270.334,0.943408
215.3,2.21682,270.464,0.944912
215.2,1.7331,270.333,0.9434
215.1,1.22443,270.585,0.946302
215,2.27877,270.355,0.943653
214.9,1.22474,270.333,0.943393
214.8,1.34501,270.672,0.947303
214.7,3.25596,270.914,0.950094
214.6,3.11874,270.698,0.947605
214.5,1.93503,270.652,0.947081
214.4,1.27725,270.977,0.950823
214.3,2.25832,270.778,0.948523
214.2,1.91355,271.067,0.95185
214.1,1.69483,270.924,0.95021
214,1.66058,270.991,0.950979
213.9,1.31516,271.017,0.951281
213.8,2.10784,271.148,0.952787
213.7,1.33673,271.244,0.953892
213.6,1.32335,270.925,0.95022
213.5,1.64006,271.208,0.95348
213.4,1.13884,271.555,0.95747
213.3,1.80491,271.421,0.955928
213.2,2.54666,271.669,0.958783
213.1,0.717177,271.485,0.956659
213,1.0881,271.532,0.957208
212.9,1.14545,271.688,0.958996
212.8,1.64776,271.661,0.958682
212.7,1.40865,271.474,0.95654
212.6,1.981,271.602,0.958003
212.5,2.17387,271.985,0.962408
212.4,3.05279,272.219,0.965095
212.3,0.961813,271.928,0.961751
212.2,0.912856,271.929,0.961766
212.1,2.24773,272.241,0.965342
212,2.27882,272.324,0.966296
211.9,1.9629,272.291,0.965911
211.8,3.44109,272.234,0.965268
211.7,0.234997,272.315,0.966197
211.6,1.13822,272.32,0.966253
211.5,0.904075,272.674,0.970299
211.4,0.716827,272.773,0.97144
211.3,1.7108,272.766,0.971359
211.2,2.51548,272.594,0.969388
211.1,1.09768,272.846,0.972276
211,1.86911,272.881,0.972675
210.9,1.3862,273.015,0.974208
210.8,1.68836,272.965,0.973639
210.7,0.342946,273.003,0.974071
210.6,1.88922,273.464,0.979346
210.5,0.690757,273.2,0.976329
210.4,0.967961,273.413,0.978764
210.3,1.53734,273.407,0.978691
210.2,1.4243,273.438,0.979048
210.1,1.32692,273.252,0.976917
210,2.18572,273.638,0.98133
209.9,1.58673,273.237,0.976747
209.8,1.38619,273.857,0.983826
209.7,1.0257,273.86,0.983867
209.6,1.46707,273.911,0.984443
209.5,2.43831,273.913,0.984468
209.4,1.22914,274.362,0.989582
