TITLE,TB_TH_KD_Protein and Additive,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/29,,
TIME,16:59:09,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,θM [deg*cm^2/dmol],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,0.84122,,
MAXY,28.98565,,
MINY,-60.63684,,
XYDATA,,,
202.4,-7532187.453,521.39681,4.541763333
202.3,2722481.001,521.6794733,4.54619
202.2,-2962587.245,522.4564767,4.55061
202.1,-2531278.498,522.6156067,4.554556667
202,1463027.865,523.5864167,4.559423333
201.9,-4935590.821,524.7353,4.565323333
201.8,-1022725.376,525.3627067,4.571693333
201.7,-2741490.836,525.85673,4.57413
201.6,388898.8228,526.5020833,4.579536667
201.5,2059630.457,527.50042,4.586423333
201.4,530882.1338,527.9225333,4.589346667
201.3,1798279.243,529.06248,4.5962
201.2,-2765069.289,529.7496933,4.602263333
201.1,-1717532.409,530.21268,4.60554
201,-1224132.022,530.7295333,4.60944
200.9,-2609254.955,532.1145133,4.617553333
200.8,-92896.7367,532.5406867,4.62034
200.7,-265823.2752,533.52948,4.62858
200.6,-3868952.466,534.5597133,4.636306667
200.5,-5199088.064,535.6250767,4.642276667
200.4,131780.6586,536.64685,4.650026667
200.3,811858.1433,537.3100133,4.65362
200.2,474481.2994,538.5543667,4.66278
200.1,2534132.022,539.82082,4.671443333
200,-1409862.912,540.7546233,4.679386667
199.9,1370376.546,541.7570533,4.685396667
199.8,3494952.913,543.0590033,4.693413333
199.7,-2119828.64,544.05821,4.699366667
199.6,2084456.862,544.7624133,4.706193333
199.5,-1001055.729,545.9803433,4.71341
199.4,-1754544.181,546.60227,4.71882
199.3,433115.7801,547.5785267,4.724623333
199.2,-524575.6221,548.78999,4.73199
199.1,-2514662.494,549.0690133,4.735026667
199,-147857.2493,550.42584,4.743426667
198.9,1238606.765,551.31449,4.750203333
198.8,-1791369.394,552.3727667,4.756726667
198.7,-312230.6661,553.4811733,4.764403333
198.6,-1919940.396,554.8021233,4.772976667
198.5,-213567.2776,555.6204467,4.7777
198.4,-2014985.844,556.63783,4.785866667
198.3,-2467222.471,557.2975,4.790553333
198.2,4878499.478,558.4599767,4.79785
198.1,-2202509.313,559.0543867,4.801473333
198,-3289079.124,559.92302,4.80796
197.9,-694703.6209,560.9311533,4.813606667
197.8,1214225.898,561.3574,4.817833333
197.7,1809773.506,562.0343033,4.822203333
197.6,-439354.7906,562.57105,4.82538
197.5,-2411720.757,563.3420067,4.830443333
197.4,-427578.6023,564.2285467,4.835016667
197.3,-1486606.914,564.8926433,4.840096667
197.2,-2217842.348,565.5713867,4.84518
197.1,523550.8866,565.9877533,4.847036667
197,-2801627.179,566.7464967,4.85059
196.9,4908864.551,567.47908,4.856763333
196.8,-4095093.131,567.22861,4.85659
196.7,3040661.302,568.0150133,4.860366667
196.6,4479953.807,568.7297967,4.8659
196.5,-163898.0778,569.5100667,4.86993
196.4,-3714485.174,569.4440467,4.87145
196.3,3563883.177,570.4109033,4.876643333
196.2,602393.086,570.6960467,4.878976667
196.1,1031903.293,571.3462867,4.882026667
196,4334510.505,571.5161033,4.882613333
195.9,557702.2798,571.9059667,4.886513333
195.8,1760104.604,572.3363233,4.888546667
195.7,1194328.714,572.5950667,4.890903333
195.6,-3839214.722,573.0070267,4.892026667
195.5,-263950.231,573.01489,4.89329
195.4,228061.3917,573.4045133,4.89649
195.3,-2363316.942,573.6691233,4.89707
195.2,-900651.1697,574.2122067,4.900626667
195.1,-829162.5689,574.1252533,4.900903333
195,2856540.009,574.7771667,4.903183333
194.9,-420125.1676,574.2355267,4.903256667
194.8,771440.9179,574.7709733,4.904333333
194.7,2785096.111,575.1698833,4.907216667
194.6,1835297.273,575.2263567,4.905843333
194.5,-1617986.887,575.4307267,4.908963333
194.4,1444114.141,575.6153167,4.910403333
194.3,-52287.28952,575.78886,4.911683333
194.2,251512.2932,576.20365,4.913263333
194.1,-3547215.02,576.0955367,4.911963333
194,-973345.2541,576.7224333,4.91725
193.9,-2328546.118,576.1993333,4.912903333
193.8,455007.3014,576.65921,4.916103333
193.7,-2740570.705,577.13858,4.920173333
193.6,54078.6768,577.3074167,4.921493333
193.5,1004438.981,577.7330967,4.92407
193.4,1078049.024,577.8423733,4.92538
193.3,708275.9648,578.10945,4.92575
193.2,1894938.161,578.3567033,4.92825
193.1,-2893516.615,578.5394633,4.927366667
193,2460244.375,578.2508167,4.928273333
192.9,353271.4946,578.0064367,4.927213333
192.8,855161.0788,578.5946533,4.93012
192.7,2355276.412,578.6711633,4.929293333
192.6,-368793.0264,579.0334433,4.932073333
192.5,-7152.436299,579.1710333,4.932793333
192.4,-1467970.496,579.3621767,4.934286667
192.3,692649.3816,579.6444567,4.93691
192.2,68888.39219,579.3167967,4.934556667
192.1,1478316.197,579.7387,4.936163333
192,-2473466.398,579.5420067,4.937706667
191.9,-1445857.547,580.3545933,4.940443333
191.8,2583766.354,580.0183533,4.938773333
191.7,1451263.597,579.9471133,4.938526667
191.6,245316.6443,579.9985633,4.93963
191.5,1821558.635,579.9299,4.939303333
191.4,465146.774,579.9434967,4.93888
191.3,2282698.555,580.2626567,4.942003333
191.2,-2972330.502,580.4463,4.942826667
191.1,-861625.6892,580.56021,4.94306
191,2037775.294,581.2295933,4.947496667
190.9,-249359.857,581.0386733,4.944833333
190.8,355303.2335,581.1886933,4.946283333
190.7,-1401378.334,581.6353533,4.94692
190.6,-1741905.826,581.89357,4.950883333
190.5,4292279.839,582.0947933,4.951513333
190.4,-545857.5473,581.8378833,4.95028
190.3,-1402284.101,581.83822,4.949336667
190.2,4206054.239,581.9200767,4.950976667
190.1,-658252.1234,582.0910533,4.952553333
190,-882975.5625,581.8130733,4.950236667
,,,
##### Extended Information,,,
[Comments],,,
Sample name,,,
Comment,,,
User,,,
Division,,,
Company,,,
,,,
[Detailed Information],,,
Creation date,,,
,,,
Data array type,,,
Horizontal axis,,,
Vertical axis(1),,,
Vertical axis(2),,,
Vertical axis(3),,,
Start,,,
End,,,
Data interval,,,
Data points,,,
,,,
[Measurement Information],,,
Instrument name,,,
Model name,,,
Serial No.,,,
,,,
Detector,,,
Detector S/N,,,
Lock-in amp.,,,
HT volt,,,
,,,
Accessory,,,
Accessory S/N,,,
Temperature,,,
Control sensor,,,
Monitor sensor,,,
,,,
Measurement date,,,
,,,
CD Overload detect,,,
Photometric mode,,HT,Abs
Measure range,,,
Data pitch,,,
CD scale,,,
FL scale,,,
D.I.T.,,,
Bandwidth,,,
Start mode,,,
Scanning mode,,,
Scanning speed,,,
Baseline correction,,,
Shutter control,,,
No. of cycle,,,
N2 Flowmeter,,,
,,,
Solvent,,,
