TITLE,AZNTEA_ADDITIVE&PROTEIN_928,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,22/09/28,,
TIME,15:55:35,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,320,,
LASTX,190,,
NPOINTS,1301,,
FIRSTY,2.04193,,
MAXY,51.60477,,
MINY,-66.95696,,
XYDATA,,,
197.8,36.90313333,463.07,2.698336667
197.7,27.97336667,465.2746667,2.714506667
197.6,29.29553333,466.9986667,2.727106667
197.5,35.09943333,469.5686667,2.74581
197.4,33.27483333,471.703,2.761286667
197.3,35.01223333,474.078,2.778433333
197.2,32.40773333,476.9693333,2.79921
197.1,42.39506667,478.3596667,2.80916
197,30.34553333,481.2073333,2.829463333
196.9,38.4736,483.3096667,2.844396667
196.8,31.1862,485.843,2.862313333
196.7,42.82043333,487.9426667,2.877103333
196.6,36.84056667,491.0646667,2.898993333
196.5,44.35383333,493.348,2.914926667
196.4,32.1494,495.7666667,2.931746667
196.3,36.0713,498.1346667,2.948136667
196.2,38.2082,500.6656667,2.965583333
196.1,36.2476,503.2496667,2.983323333
196,36.84186667,505.6156667,2.999493333
195.9,36.62186667,508.234,3.01732
195.8,37.37946667,510.8756667,3.035216667
195.7,41.92696667,513.057,3.04995
195.6,30.39563333,515.271,3.06484
195.5,32.5238,517.119,3.077226667
195.4,32.25743333,519.762,3.094876667
195.3,30.94396667,521.0713333,3.103596667
195.2,38.8218,523.3163333,3.1185
195.1,34.29136667,525.4026667,3.1323
195,40.62023333,527.6916667,3.147386667
194.9,38.838,528.932,3.15554
194.8,36.71376667,530.677,3.166983333
194.7,34.74826667,532.8956667,3.181486667
194.6,32.38236667,534.772,3.193713333
194.5,35.426,537.055,3.20854
194.4,32.1434,538.907,3.220526667
194.3,36.63356667,540.9296667,3.23358
194.2,34.76966667,543.235,3.248403333
194.1,42.93596667,545.834,3.265056667
194,36.77976667,547.6816667,3.276853333
193.9,35.02703333,550.324,3.29366
193.8,32.67633333,552.9626667,3.310383333
193.7,32.2775,555.0713333,3.323696667
193.6,27.15516667,557.283,3.337613333
193.5,35.62313333,558.718,3.346616667
193.4,29.68793333,560.6546667,3.358736667
193.3,24.80236667,561.877,3.366373333
193.2,26.02543333,563.328,3.375413333
193.1,27.8223,565.2376667,3.387283333
193,36.44663333,567.6196667,3.402046667
192.9,29.56016667,569.0936667,3.411146667
192.8,31.1835,571.708,3.427253333
192.7,25.72763333,572.7743333,3.4338
192.6,35.7279,574.9053333,3.446856667
192.5,34.6687,577.2703333,3.461303333
192.4,26.18266667,579.67,3.475906667
192.3,36.8237,581.9176667,3.489536667
192.2,24.85526667,583.525,3.499256667
192.1,26.86676667,585.0846667,3.508676667
192,34.91336667,587.093,3.52076
191.9,28.4546,589.2753333,3.533856667
191.8,25.37876667,590.6806667,3.542266667
191.7,27.91023333,592.257,3.551683333
191.6,22.29163333,594.6746667,3.56608
191.5,28.25003333,596.604,3.577536667
191.4,29.44156667,598.0426667,3.586053333
191.3,31.71183333,601.159,3.60445
191.2,21.04876667,602.7233333,3.61365
191.1,29.43396667,605.673,3.630953333
191,33.7755,608.526,3.647616667
190.9,22.90313333,610.2183333,3.65747
190.8,28.68976667,613.3393333,3.675583333
190.7,31.16683333,615.648,3.688923333
190.6,23.29365,618.7426667,3.706746667
190.5,24.2902,620.129,3.714713333
190.4,18.61206667,622.858,3.73034
190.3,21.79626667,624.6826667,3.740756667
190.2,15.47386,626.737,3.752446667
190.1,22.9423,628.544,3.76271
190,28.40736667,631.13,3.77735
